channel_name,handle,profile_url,subscriber_count,found_in_query
RealWorldFishing,,https://www.youtube.com/results?search_query=RealWorldFishing,5.72M,Minnesota pet store
Animal Planet,,https://www.youtube.com/results?search_query=Animal+Planet,5.72M,Minnesota bird store
SafetyZone,,https://www.youtube.com/results?search_query=SafetyZone,5.71M,Minnesota Middle Eastern food
Doorstep,,https://www.youtube.com/results?search_query=Doorstep,5.71M,Minnesota frozen yogurt
In The Know Idaho,,https://www.youtube.com/results?search_query=In+The+Know+Idaho,5.71M,Minnesota frozen yogurt
The Athletic Football Show,,https://www.youtube.com/results?search_query=The+Athletic+Football+Show,5.71M,Minnesota radio show
Manning Made Woodcraft,,https://www.youtube.com/results?search_query=Manning+Made+Woodcraft,5.69M,Minnesota leather working
Leah Black,,https://www.youtube.com/results?search_query=Leah+Black,5.62M,Minnesota marina
Northern News Now,,https://www.youtube.com/results?search_query=Northern+News+Now,5.51M,Minnesota news
KTXS News,,https://www.youtube.com/results?search_query=KTXS+News,5.51M,Minnesota synagogue
Cair Minnesota,,https://www.youtube.com/results?search_query=Cair+Minnesota,5.51M,Minnesota latest
BPNEWS 2,,https://www.youtube.com/results?search_query=BPNEWS+2,5.45M,Minnesota Middle Eastern food
Living A Dream Board Life,,https://www.youtube.com/results?search_query=Living+A+Dream+Board+Life,5.45M,Minnesota donut shop
Cam Wilder,,https://www.youtube.com/results?search_query=Cam+Wilder,5.45M,Minnesota chocolate shop
Good Morning America,,https://www.youtube.com/results?search_query=Good+Morning+America,5.45M,Minnesota Middle Eastern food
Quality Life Chiropractic & Massage,,https://www.youtube.com/results?search_query=Quality+Life+Chiropractic+&+Massage,5.42M,Minnesota chiropractor
Best Hope Therapy,,https://www.youtube.com/results?search_query=Best+Hope+Therapy,5.42M,Minnesota therapist
Stephanie Thaler,,https://www.youtube.com/results?search_query=Stephanie+Thaler,5.42M,Minnesota massage therapist
Dusty | Midwest Cozy🧶,,https://www.youtube.com/results?search_query=Dusty+|+Midwest+Cozy🧶,5.42M,Minnesota knitting
True North Chiropractic Center,,https://www.youtube.com/results?search_query=True+North+Chiropractic+Center,5.42M,Minnesota chiropractor
SIT and Chat 612,,https://www.youtube.com/results?search_query=SIT+and+Chat+612,5.39M,Minnesota talk show
Timcast IRL,,https://www.youtube.com/results?search_query=Timcast+IRL,5.39M,Minnesota Middle Eastern food
CHIKOBODYSHOP,@CHIKOBODYSHOP,https://www.youtube.com/results?search_query=CHIKOBODYSHOP,5.39M,Minnesota chocolate shop
Aeolus Ruma Pagulayan,,https://www.youtube.com/results?search_query=Aeolus+Ruma+Pagulayan,5.3M,Minnesota table tennis
Food Truck Shift,,https://www.youtube.com/results?search_query=Food+Truck+Shift,5.3M,Minnesota Somali food
Faded Camo Productions,,https://www.youtube.com/results?search_query=Faded+Camo+Productions,5.3M,Minnesota German food
No Rings,,https://www.youtube.com/results?search_query=No+Rings,5.3M,Minnesota dive bar
Drink Zero with Creiz,,https://www.youtube.com/results?search_query=Drink+Zero+with+Creiz,5.3M,Minnesota wine bar
Pinkbox Doughnuts,,https://www.youtube.com/results?search_query=Pinkbox+Doughnuts,5.3M,Minnesota donut shop
Contemporarily Basic Productions,,https://www.youtube.com/results?search_query=Contemporarily+Basic+Productions,5.3M,Minnesota kitchen store
The PintSizedApparel Store,,https://www.youtube.com/results?search_query=The+PintSizedApparel+Store,5.3M,Minnesota knife shop
mr koojack,,https://www.youtube.com/results?search_query=mr+koojack,5.3M,Minnesota bird store
1BetterFoley,,https://www.youtube.com/results?search_query=1BetterFoley,5.3M,Minnesota auto glass
Audit the Audit,,https://www.youtube.com/results?search_query=Audit+the+Audit,5.3M,Minnesota tire shop
Johnamen,,https://www.youtube.com/results?search_query=Johnamen,5.3M,Minnesota muffler
Beyond Belleza,,https://www.youtube.com/results?search_query=Beyond+Belleza,5.3M,Minnesota escape room
American Scam Stories,,https://www.youtube.com/results?search_query=American+Scam+Stories,5.3M,Minnesota mega church
UnJaded Jade,,https://www.youtube.com/results?search_query=UnJaded+Jade,5.3M,Minnesota online degree
Holly Connaker | COMPASS,,https://www.youtube.com/results?search_query=Holly+Connaker+|+COMPASS,5.3M,Minnesota Open Streets
Stephen James,,https://www.youtube.com/results?search_query=Stephen+James,5.3M,Minnesota wine bar
Desert Donuts,,https://www.youtube.com/results?search_query=Desert+Donuts,5.3M,Minnesota donut shop
Chewy Cheng Yang (ChewyChengYang),,https://www.youtube.com/results?search_query=Chewy+Cheng+Yang+(ChewyChengYang),5.3M,Minnesota ramen
Iggie,,https://www.youtube.com/results?search_query=Iggie,5.3M,Minnesota muffler
Sota Boys,,https://www.youtube.com/results?search_query=Sota+Boys,5.3M,Minnesota window tint
The Check In Report,,https://www.youtube.com/results?search_query=The+Check+In+Report,5.3M,Minnesota mega church
Cardona Marketing & Entertainment,,https://www.youtube.com/results?search_query=Cardona+Marketing+&+Entertainment,5.3M,Mower County Minnesota
terri jensen,,https://www.youtube.com/results?search_query=terri+jensen,5.3M,Todd County Minnesota
YSR S1moke,,https://www.youtube.com/results?search_query=YSR+S1moke,5.3M,Seward Minneapolis
Softball Minnesota,,https://www.youtube.com/results?search_query=Softball+Minnesota,5.26M,Minnesota trailer dealer
BBMae Field,,https://www.youtube.com/results?search_query=BBMae+Field,5.25M,Minnesota shoe store
Kill Tony,,https://www.youtube.com/results?search_query=Kill+Tony,5.25M,Minnesota shoe store
deer Gagen,,https://www.youtube.com/results?search_query=deer+Gagen,5.24M,Minnesota jet ski
Shred Eighty,,https://www.youtube.com/results?search_query=Shred+Eighty,5.24M,Minnesota pontoon
My Grandma's Cardigan,,https://www.youtube.com/results?search_query=My+Grandma's+Cardigan,5.24M,Minnesota wine bar
MN River & Lake Fishing,,https://www.youtube.com/results?search_query=MN+River+&+Lake+Fishing,5.24M,Minnesota hot dog
Ultra Luxury Living,,https://www.youtube.com/results?search_query=Ultra+Luxury+Living,5.24M,Minnesota auto auction
Justin Films,,https://www.youtube.com/results?search_query=Justin+Films,5.24M,Minnesota auto glass
Roland S. Martin,,https://www.youtube.com/results?search_query=Roland+S.+Martin,5.24M,Minnesota tire shop
MOUND (nycgarden),,https://www.youtube.com/results?search_query=MOUND+(nycgarden),5.24M,Minnesota transmission
Firefighter Side Hustles,,https://www.youtube.com/results?search_query=Firefighter+Side+Hustles,5.24M,Minnesota junk removal
Xtreme Clean Softwash,,https://www.youtube.com/results?search_query=Xtreme+Clean+Softwash,5.24M,Minnesota fence company
Minnesota Realtor - Tour with Yang,,https://www.youtube.com/results?search_query=Minnesota+Realtor+-+Tour+with+Yang,5.24M,Minnesota sauna
Ryan,,https://www.youtube.com/results?search_query=Ryan,5.24M,Minnesota jet ski
Viralclipp3rs,,https://www.youtube.com/results?search_query=Viralclipp3rs,5.24M,Minnesota jet ski
Terencio Da JackOAT,,https://www.youtube.com/results?search_query=Terencio+Da+JackOAT,5.24M,Minnesota swap meet
Jesse Farias,,https://www.youtube.com/results?search_query=Jesse+Farias,5.24M,Minnesota go kart
MNTSUS PALLI,,https://www.youtube.com/results?search_query=MNTSUS+PALLI,5.23M,Minnesota speech therapy
Kara and Nate,,https://www.youtube.com/results?search_query=Kara+and+Nate,5.23M,Minnesota Middle Eastern food
dreamflight6000,,https://www.youtube.com/results?search_query=dreamflight6000,5.23M,Minnesota burrito
The Scalawags,,https://www.youtube.com/results?search_query=The+Scalawags,5.23M,Minnesota swap meet
Freak_Fiek_Drums,,https://www.youtube.com/results?search_query=Freak_Fiek_Drums,5.23M,Minnesota church sale
msstarfirekitty34,@msstarfirekitty34,https://www.youtube.com/results?search_query=msstarfirekitty34,5.23M,Minnesota doctor office
The Get Better Researcher,,https://www.youtube.com/results?search_query=The+Get+Better+Researcher,5.23M,Minnesota speech therapy
JENNX50,,https://www.youtube.com/results?search_query=JENNX50,5.23M,Minnesota church sale
Tita Goldz Passions,,https://www.youtube.com/results?search_query=Tita+Goldz+Passions,5.23M,Minnesota Korean class
"Champlin's Sugar Creek Farm, LLC",@champlinsfarm,"https://www.youtube.com/results?search_query=Champlin's+Sugar+Creek+Farm,+LLC",5.17M,Champlin Minnesota
Isa Remodels,,https://www.youtube.com/results?search_query=Isa+Remodels,5.15M,Minnesota cabinet
"Chu Vision Institute: Y. Ralph Chu, MD",,"https://www.youtube.com/results?search_query=Chu+Vision+Institute:+Y.+Ralph+Chu,+MD",5.15M,Todd County Minnesota
Minnesota ice bandit,@mnicebandit01,https://www.youtube.com/results?search_query=Minnesota+ice+bandit,5.07M,Minnesota ice
New River Assembly of God,,https://www.youtube.com/results?search_query=New+River+Assembly+of+God,5.07M,Minnesota recent
New York Post,,https://www.youtube.com/results?search_query=New+York+Post,5.07M,Minnesota latest
H. M. L. Swann,,https://www.youtube.com/results?search_query=H.+M.+L.+Swann,4.92M,Minnesota tutor
St. Paul Harley-Davidson,,https://www.youtube.com/results?search_query=St.+Paul+Harley-Davidson,4.92M,Minnesota bike shop
MeanOlMazikeen (Pam's Version) 🫶,,https://www.youtube.com/results?search_query=MeanOlMazikeen+(Pam's+Version)+🫶,4.92M,Minnesota bike repair
Surf and Turf Direct,,https://www.youtube.com/results?search_query=Surf+and+Turf+Direct,4.92M,Minnesota seafood
Mobbymade,,https://www.youtube.com/results?search_query=Mobbymade,4.92M,Minnesota burger joint
Enes Yilmazer,,https://www.youtube.com/results?search_query=Enes+Yilmazer,4.92M,Minnesota jewelry store
Jeremy Ginsberg,,https://www.youtube.com/results?search_query=Jeremy+Ginsberg,4.92M,Minnesota escape room
Kara,,https://www.youtube.com/results?search_query=Kara,4.92M,Minnesota paintball
Wilai Silivan,,https://www.youtube.com/results?search_query=Wilai+Silivan,4.92M,Minnesota Chinese class
GaryBraley,,https://www.youtube.com/results?search_query=GaryBraley,4.92M,Minnesota glass blowing
spaghettiwithchopsticks,,https://www.youtube.com/results?search_query=spaghettiwithchopsticks,4.92M,Minnesota shoe making
Spinning True,,https://www.youtube.com/results?search_query=Spinning+True,4.92M,Minnesota bike repair
Garron,,https://www.youtube.com/results?search_query=Garron,4.92M,Minnesota Chinese food
CrowBadnik GD 2 : Abandoned Places,,https://www.youtube.com/results?search_query=CrowBadnik+GD+2+:+Abandoned+Places,4.92M,Minnesota burger joint
The Alex Marlow Show,,https://www.youtube.com/results?search_query=The+Alex+Marlow+Show,4.92M,Minnesota Chinese class
Brent Avenson,,https://www.youtube.com/results?search_query=Brent+Avenson,4.92M,Whitewater River Minnesota
Open Door Health Center,,https://www.youtube.com/results?search_query=Open+Door+Health+Center,4.64M,Minnesota band hire
The Nobody Project,,https://www.youtube.com/results?search_query=The+Nobody+Project,4.58M,Minnesota ESL
St. Kate's OTA Online,,https://www.youtube.com/results?search_query=St.+Kate's+OTA+Online,4.52M,Minnesota online degree
Clockwork Roasters Coffee,,https://www.youtube.com/results?search_query=Clockwork+Roasters+Coffee,4.52M,Minnesota coffee
Savannah Gapinski,,https://www.youtube.com/results?search_query=Savannah+Gapinski,4.52M,Minneapolis coffee
SnowyInMN,,https://www.youtube.com/results?search_query=SnowyInMN,4.46M,Minnesota blizzard
Minnesota Winner,,https://www.youtube.com/results?search_query=Minnesota+Winner,4.46M,Minnesota blizzard
MINNESOTA FOX GAMING,,https://www.youtube.com/results?search_query=MINNESOTA+FOX+GAMING,4.46M,Minnesota gamer
BuzzDaily,,https://www.youtube.com/results?search_query=BuzzDaily,4.46M,Minnesota daycare
Amir Odom,,https://www.youtube.com/results?search_query=Amir+Odom,4.46M,Minnesota Somali food
Shampoo and Booze,,https://www.youtube.com/results?search_query=Shampoo+and+Booze,4.46M,Minnesota tea house
Fourth & SKOL,,https://www.youtube.com/results?search_query=Fourth+&+SKOL,4.46M,Minnesota suspension
Winner's Table,,https://www.youtube.com/results?search_query=Winner's+Table,4.46M,Minnesota mega church
Headline Sense,,https://www.youtube.com/results?search_query=Headline+Sense,4.46M,Minnesota synagogue
Debbie Davis,,https://www.youtube.com/results?search_query=Debbie+Davis,4.46M,Minnesota masons
Mubadala Citi DC Open,,https://www.youtube.com/results?search_query=Mubadala+Citi+DC+Open,4.46M,Minnesota Open Streets
Matt Steffes,,https://www.youtube.com/results?search_query=Matt+Steffes,4.46M,Minnesota blizzard
bcgrittner,,https://www.youtube.com/results?search_query=bcgrittner,4.46M,Minnesota suspension
His Anitial Hour,,https://www.youtube.com/results?search_query=His+Anitial+Hour,4.46M,Minnesota mega church
RMTVNewz,,https://www.youtube.com/results?search_query=RMTVNewz,4.46M,Minnesota synagogue
clipguy,,https://www.youtube.com/results?search_query=clipguy,4.46M,Minnesota German class
School of Shaolin Kung Fu,,https://www.youtube.com/results?search_query=School+of+Shaolin+Kung+Fu,4.46M,Minnesota Chinese class
Minnesota Safety Council,,https://www.youtube.com/results?search_query=Minnesota+Safety+Council,4.42M,Minnesota car audio
Brincos Dieras Oficial,,https://www.youtube.com/results?search_query=Brincos+Dieras+Oficial,4.42M,Minnesota bingo
Justin Slawek,,https://www.youtube.com/results?search_query=Justin+Slawek,4.42M,Minnesota car audio
Dr. Andrew Glover,,https://www.youtube.com/results?search_query=Dr.+Andrew+Glover,4.42M,Minnesota doctor office
king5evening,,https://www.youtube.com/results?search_query=king5evening,4.4M,Minnesota bike shop
daviscofoods,,https://www.youtube.com/results?search_query=daviscofoods,4.4M,Minnesota Middle Eastern food
Asher,,https://www.youtube.com/results?search_query=Asher,4.4M,Minnesota knife shop
Christina BlackFeather,,https://www.youtube.com/results?search_query=Christina+BlackFeather,4.4M,Minnesota aquarium store
LosPlug,,https://www.youtube.com/results?search_query=LosPlug,4.4M,Minnesota swap meet
James Baker,@jamesbaker4365,https://www.youtube.com/results?search_query=James+Baker,4.4M,Minnesota go kart
William's School of Languages,,https://www.youtube.com/results?search_query=William's+School+of+Languages,4.4M,Minnesota Chinese class
thatminnesotankid,,https://www.youtube.com/results?search_query=thatminnesotankid,4.4M,Minnesota Japanese class
LonnieJohnson234509,,https://www.youtube.com/results?search_query=LonnieJohnson234509,4.4M,Minnesota knife shop
Charles Cheesebrough,@charlescheesebrough6413,https://www.youtube.com/results?search_query=Charles+Cheesebrough,4.4M,Minnesota go kart
The Pat McAfee Show,,https://www.youtube.com/results?search_query=The+Pat+McAfee+Show,4.37M,Minnesota pet sitter
Jerry T (FargoZ71),,https://www.youtube.com/results?search_query=Jerry+T+(FargoZ71),4.37M,Clay County Minnesota
The Minnesota Garden Mom,,https://www.youtube.com/results?search_query=The+Minnesota+Garden+Mom,4.34M,Minnesota mom
Minnesota Momma,,https://www.youtube.com/results?search_query=Minnesota+Momma,4.34M,Minnesota mom
Minnesota Unknown,,https://www.youtube.com/results?search_query=Minnesota+Unknown,4.34M,Minnesota mystery
Monsters of the Midwest,,https://www.youtube.com/results?search_query=Monsters+of+the+Midwest,4.34M,Minnesota true crime
Helpful Vancouver Vet,,https://www.youtube.com/results?search_query=Helpful+Vancouver+Vet,4.34M,Minnesota pet groomer
DIVIDED SEND PODCAST,,https://www.youtube.com/results?search_query=DIVIDED+SEND+PODCAST,4.34M,Minnesota daycare
LilyAJ -The Salentine Family!,,https://www.youtube.com/results?search_query=LilyAJ+-The+Salentine+Family!,4.34M,Minnesota church sale
Power of Minnesota,,https://www.youtube.com/results?search_query=Power+of+Minnesota,4.34M,Minnesota documentary
That Minnesota Adventurest,,https://www.youtube.com/results?search_query=That+Minnesota+Adventurest,4.34M,Minnesota mystery
AK Kamara,,https://www.youtube.com/results?search_query=AK+Kamara,4.34M,Minnesota daycare
Johnny Kaiyalethe,,https://www.youtube.com/results?search_query=Johnny+Kaiyalethe,4.34M,Minnesota cacti
CJ Motorsports,,https://www.youtube.com/results?search_query=CJ+Motorsports,4.34M,Isanti County Minnesota
All Hail Cullen,,https://www.youtube.com/results?search_query=All+Hail+Cullen,4.21M,Minnesota shoe making
